timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-08T20:49:12,codecarbon,ae864d14-ddb6-403e-a2be-e4c57d085da8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.002248957986012,5.894476585742392e-06,2.943927907781971e-06,42.5,0.0,6.0,2.3636283990668345e-05,0.0,3.336472429994804e-06,2.6972756420663145e-05,0.0,United States,USA,district of columbia,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.13.9,3.2.6,11,Apple M3 Pro,0,,-77.0289,38.9328,18.0,machine,0.0,0,69.7,7.418243408203125,N,1.0,0.0
2026-04-10T12:30:05,codecarbon,8ac05075-e924-4ea4-9e66-6241b1fd990c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.007128332974389,1.2870306698010215e-05,6.412298848343964e-06,42.5,0.0,6.0,2.3691319035303124e-05,0.0,3.3438780549719624e-06,2.7035197090275084e-05,0.0,United States,USA,texas,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.13.9,3.2.6,11,Apple M3 Pro,0,,-95.8309,29.7388,18.0,machine,0.0,0,68.9,7.1468658447265625,N,1.0,0.0
